"","X1","R_square","AIC","BIC","ID","Model"
"97",1,0.677544611343331,7.11011290726403,9.53464615620403,"Tetraselmis tetrahele_ESAW_32_5_1","Cubic"
"98",2,0.52249194838016,9.82150760593295,11.761134205085,"Tetraselmis tetrahele_ESAW_32_5_1","Logistic"
"99",3,0.77492204016177,2.79589730855056,5.22043055749056,"Tetraselmis tetrahele_ESAW_32_5_1","Logisticlag"
"100",4,0.776818516396311,2.69435856382915,5.11889181276915,"Tetraselmis tetrahele_ESAW_32_5_1","Gompertz"
"101",5,NA,NA,NA,"Tetraselmis tetrahele_ESAW_32_5_1","Baranyi"
"102",6,NA,NA,NA,"Tetraselmis tetrahele_ESAW_32_5_1","Buchanan"
"103",1,0.998342578946529,-21.9468929967777,-20.9607701100966,"Staphylococcus spp._Raw Chicken Breast_2_1_2","Cubic"
"104",2,0.995174535820159,-14.329095906175,-13.5401975968301,"Staphylococcus spp._Raw Chicken Breast_2_1_2","Logistic"
"105",3,0.998134502445743,-20.8825080815761,-19.896385194895,"Staphylococcus spp._Raw Chicken Breast_2_1_2","Logisticlag"
"106",4,0.997316866584015,-17.6113906356882,-16.6252677490071,"Staphylococcus spp._Raw Chicken Breast_2_1_2","Gompertz"
"107",5,0.998279212440229,-21.609219678784,-20.6230967921029,"Staphylococcus spp._Raw Chicken Breast_2_1_2","Baranyi"
"108",6,0.99689534395855,-16.2981319033921,-15.312009016711,"Staphylococcus spp._Raw Chicken Breast_2_1_2","Buchanan"
"109",1,0.975393517843053,2.1561860470615,2.55339375546068,"Staphylococcus spp._Raw Chicken Breast_4_1_2","Cubic"
"110",2,0.987207919123408,-5.07728285370384,-4.75951668698449,"Staphylococcus spp._Raw Chicken Breast_4_1_2","Logistic"
"111",3,0.987575754827154,-3.31069468159195,-2.91348697319278,"Staphylococcus spp._Raw Chicken Breast_4_1_2","Logisticlag"
"112",4,0.991779056336302,-6.61441320995544,-6.21720550155626,"Staphylococcus spp._Raw Chicken Breast_4_1_2","Gompertz"
"113",5,0.988557416437989,-3.96915886692178,-3.5719511585226,"Staphylococcus spp._Raw Chicken Breast_4_1_2","Baranyi"
"114",6,0.994100984200643,-9.26960905065202,-8.87240134225284,"Staphylococcus spp._Raw Chicken Breast_4_1_2","Buchanan"
"115",1,0.986887642925383,-4.55528925880359,-1.3600026107273,"Staphylococcus spp._Raw Chicken Breast_7_1_2","Cubic"
"116",2,0.990541165141622,-11.1277713453838,-8.57154202692281,"Staphylococcus spp._Raw Chicken Breast_7_1_2","Logistic"
"117",3,0.992282254634618,-11.9757485073006,-8.78046185922433,"Staphylococcus spp._Raw Chicken Breast_7_1_2","Logisticlag"
"118",4,0.993959584250064,-15.4064404981289,-12.2111538500526,"Staphylococcus spp._Raw Chicken Breast_7_1_2","Gompertz"
"119",5,0.991761678699688,-11.0619079263452,-7.86662127826891,"Staphylococcus spp._Raw Chicken Breast_7_1_2","Baranyi"
"120",6,0.991131564492698,-10.0300826836185,-6.83479603554217,"Staphylococcus spp._Raw Chicken Breast_7_1_2","Buchanan"
"121",1,0.987448370921976,-3.43599645513713,-1.44652009114528,"Staphylococcus spp._Raw Chicken Breast_10_1_2","Cubic"
"122",2,0.994826326819535,-15.1849394846548,-13.5933583934613,"Staphylococcus spp._Raw Chicken Breast_10_1_2","Logistic"
"123",3,0.996185391875251,-16.5371342224477,-14.5476578584559,"Staphylococcus spp._Raw Chicken Breast_10_1_2","Logisticlag"
"124",4,0.996585964704642,-17.7575069708778,-15.768030606886,"Staphylococcus spp._Raw Chicken Breast_10_1_2","Gompertz"
"125",5,0.997029333934617,-19.2877034477718,-17.2982270837799,"Staphylococcus spp._Raw Chicken Breast_10_1_2","Baranyi"
"126",6,0.997478668843544,-21.0916945747898,-19.1022182107979,"Staphylococcus spp._Raw Chicken Breast_10_1_2","Buchanan"
"127",1,0.974677481698471,0.876857858752087,1.86298074543319,"Staphylococcus spp._Raw Chicken Breast_15_1_2","Cubic"
"128",2,0.981971431285364,-4.18076974844633,-3.39187143910145,"Staphylococcus spp._Raw Chicken Breast_15_1_2","Logistic"
"129",3,0.983682487248653,-3.07823820628279,-2.09211531960169,"Staphylococcus spp._Raw Chicken Breast_15_1_2","Logisticlag"
"130",4,0.987880472793587,-5.75502686851954,-4.76890398183844,"Staphylococcus spp._Raw Chicken Breast_15_1_2","Gompertz"
"131",5,0.982377227280546,-2.3856608714262,-1.3995379847451,"Staphylococcus spp._Raw Chicken Breast_15_1_2","Baranyi"
"132",6,0.962268103361911,4.46616360962877,5.45228649630987,"Staphylococcus spp._Raw Chicken Breast_15_1_2","Buchanan"
"133",1,0.993626381032441,-11.6090270095821,-10.622904122901,"Staphylococcus spp._Raw Chicken Breast_20_1_2","Cubic"
"134",2,0.992306313527678,-11.9149334401101,-11.1260351307653,"Staphylococcus spp._Raw Chicken Breast_20_1_2","Logistic"
"135",3,0.994901307186204,-13.6176761622009,-12.6315532755198,"Staphylococcus spp._Raw Chicken Breast_20_1_2","Logisticlag"
"136",4,0.995769023768992,-15.2966391397805,-14.3105162530994,"Staphylococcus spp._Raw Chicken Breast_20_1_2","Gompertz"
"137",5,0.994338090218126,-12.6746826515562,-11.6885597648751,"Staphylococcus spp._Raw Chicken Breast_20_1_2","Baranyi"
"138",6,0.984873360011689,-3.83041708174692,-2.84429419506582,"Staphylococcus spp._Raw Chicken Breast_20_1_2","Buchanan"
"139",1,0.991873912324702,-97.2137714738901,-90.3772923239577,"Stenotrophomonas.maltophilia.2_TSB_5_1_0","Cubic"
"140",2,0.987338123185822,-86.3518055509418,-80.8826222309959,"Stenotrophomonas.maltophilia.2_TSB_5_1_0","Logistic"
"141",3,0.996079715434777,-118.352316410701,-111.515837260769,"Stenotrophomonas.maltophilia.2_TSB_5_1_0","Logisticlag"
"142",4,0.996078451092306,-118.342965043545,-111.506485893612,"Stenotrophomonas.maltophilia.2_TSB_5_1_0","Gompertz"
"143",5,0.996453999821008,-121.262292010714,-114.425812860782,"Stenotrophomonas.maltophilia.2_TSB_5_1_0","Baranyi"
"144",6,NA,NA,NA,"Stenotrophomonas.maltophilia.2_TSB_5_1_0","Buchanan"
"145",1,0.995798132018656,-17.1968876968879,-15.6839622319177,"Staphylococcus spp._Salted Chicken Breast_2_1_2","Cubic"
"146",2,0.884803626188357,13.9142031687126,15.1245435406887,"Staphylococcus spp._Salted Chicken Breast_2_1_2","Logistic"
"147",3,0.995457185969106,-16.4167130293457,-14.9037875643754,"Staphylococcus spp._Salted Chicken Breast_2_1_2","Logisticlag"
"148",4,0.995970994946947,-17.6169849318669,-16.1040594668967,"Staphylococcus spp._Salted Chicken Breast_2_1_2","Gompertz"
"149",5,0.995881662261385,-17.3976833311799,-15.8847578662096,"Staphylococcus spp._Salted Chicken Breast_2_1_2","Baranyi"
"150",6,NA,NA,NA,"Staphylococcus spp._Salted Chicken Breast_2_1_2","Buchanan"
"151",1,0.996566237250278,-10.3189732198947,-11.3601758737544,"Staphylococcus spp._Salted Chicken Breast_4_1_2","Cubic"
"152",2,0.988302067500874,-4.96444054850707,-5.79740267159485,"Staphylococcus spp._Salted Chicken Breast_4_1_2","Logistic"
"153",3,0.990965790488836,-4.51480267856251,-5.55600533242224,"Staphylococcus spp._Salted Chicken Breast_4_1_2","Logisticlag"
"154",4,0.990477490916848,-4.19896300938727,-5.24016566324699,"Staphylococcus spp._Salted Chicken Breast_4_1_2","Gompertz"
"155",5,NA,NA,NA,"Staphylococcus spp._Salted Chicken Breast_4_1_2","Baranyi"
"156",6,NA,NA,NA,"Staphylococcus spp._Salted Chicken Breast_4_1_2","Buchanan"
"157",1,0.99106397991384,-11.3377913758314,-8.14250472775509,"Staphylococcus spp._Salted Chicken Breast_7_1_2","Cubic"
"158",2,0.990117373944307,-11.9281599077064,-9.3719305892454,"Staphylococcus spp._Salted Chicken Breast_7_1_2","Logistic"
"159",3,0.992146718870977,-13.1460157918564,-9.95072914378014,"Staphylococcus spp._Salted Chicken Breast_7_1_2","Logisticlag"
"160",4,0.995083323821814,-19.7021975081808,-16.5069108601045,"Staphylococcus spp._Salted Chicken Breast_7_1_2","Gompertz"
"161",5,0.991871764530117,-12.6642416606516,-9.46895501257534,"Staphylococcus spp._Salted Chicken Breast_7_1_2","Baranyi"
"162",6,NA,NA,NA,"Staphylococcus spp._Salted Chicken Breast_7_1_2","Buchanan"
"163",1,0.995643652736202,-22.1958504877359,-19.3711037004282,"Staphylococcus spp._Salted Chicken Breast_10_1_2","Cubic"
"164",2,0.791493863408482,26.0924986649662,28.3522960948123,"Staphylococcus spp._Salted Chicken Breast_10_1_2","Logistic"
"165",3,0.992488497751424,-15.1134302573963,-12.2886834700886,"Staphylococcus spp._Salted Chicken Breast_10_1_2","Logisticlag"
"166",4,0.990522994240708,-12.0918020461192,-9.26705525881155,"Staphylococcus spp._Salted Chicken Breast_10_1_2","Gompertz"
"167",5,NA,NA,NA,"Staphylococcus spp._Salted Chicken Breast_10_1_2","Baranyi"
"168",6,0.996398068599642,-24.6679788606678,-21.8432320733601,"Staphylococcus spp._Salted Chicken Breast_10_1_2","Buchanan"
"169",1,0.997805974606858,-27.3724353960742,-24.9479021471342,"Staphylococcus spp._Salted Chicken Breast_15_1_2","Cubic"
"170",2,0.996100259799431,-22.4703713961988,-20.5307447970468,"Staphylococcus spp._Salted Chicken Breast_15_1_2","Logistic"
"171",3,0.997087477347785,-23.9730554669791,-21.5485222180391,"Staphylococcus spp._Salted Chicken Breast_15_1_2","Logisticlag"
"172",4,0.994684334823542,-16.7533927672754,-14.3288595183354,"Staphylococcus spp._Salted Chicken Breast_15_1_2","Gompertz"
"173",5,0.997308729446009,-24.921129740248,-22.496596491308,"Staphylococcus spp._Salted Chicken Breast_15_1_2","Baranyi"
"174",6,NA,NA,NA,"Staphylococcus spp._Salted Chicken Breast_15_1_2","Buchanan"
"175",1,0.991949461644715,-6.75255082063428,-5.76642793395319,"Staphylococcus spp._Salted Chicken Breast_20_1_2","Cubic"
"176",2,0.991938504817001,-8.74031009827002,-7.95141178892514,"Staphylococcus spp._Salted Chicken Breast_20_1_2","Logistic"
"177",3,0.992363401704718,-7.22763121882729,-6.24150833214619,"Staphylococcus spp._Salted Chicken Breast_20_1_2","Logisticlag"
"178",4,0.993346967428344,-8.46854652248694,-7.48242363580584,"Staphylococcus spp._Salted Chicken Breast_20_1_2","Gompertz"
"179",5,0.991686251059683,-6.46300572288484,-5.47688283620374,"Staphylococcus spp._Salted Chicken Breast_20_1_2","Baranyi"
"180",6,0.990329028083086,-5.10204219531007,-4.11591930862897,"Staphylococcus spp._Salted Chicken Breast_20_1_2","Buchanan"
"181",1,0.909262569526307,2.91705814315424,4.42998360812447,"Staphylococcus spp._Cooked Chicken Breast_2_1_2","Cubic"
"182",2,0.992535970111396,-24.0616867415447,-22.8513463695685,"Staphylococcus spp._Cooked Chicken Breast_2_1_2","Logistic"
"183",3,0.992543996829172,-22.0724463940436,-20.5595209290734,"Staphylococcus spp._Cooked Chicken Breast_2_1_2","Logisticlag"
"184",4,0.990337171744316,-19.4797775659539,-17.9668521009836,"Staphylococcus spp._Cooked Chicken Breast_2_1_2","Gompertz"
"185",5,0.992489726360461,-21.9999224025776,-20.4869969376073,"Staphylococcus spp._Cooked Chicken Breast_2_1_2","Baranyi"
"186",6,0.987679054081742,-17.0496340782219,-15.5367086132516,"Staphylococcus spp._Cooked Chicken Breast_2_1_2","Buchanan"
"187",1,0.984957855902986,-2.43005570386099,-2.70050495858442,"Staphylococcus spp._Cooked Chicken Breast_4_1_2","Cubic"
"188",2,0.995671821185895,-13.1500187855419,-13.3663781893206,"Staphylococcus spp._Cooked Chicken Breast_4_1_2","Logistic"
"189",3,0.995702674846223,-11.2000973767186,-11.470546631442,"Staphylococcus spp._Cooked Chicken Breast_4_1_2","Logisticlag"
"190",4,0.994362872193383,-9.30042400833149,-9.57087326305492,"Staphylococcus spp._Cooked Chicken Breast_4_1_2","Gompertz"
"191",5,0.997420640641556,-14.7732593779507,-15.0437086326741,"Staphylococcus spp._Cooked Chicken Breast_4_1_2","Baranyi"
"192",6,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_4_1_2","Buchanan"
"193",1,0.992431737562504,-19.1008662036858,-15.9055795556095,"Staphylococcus spp._Cooked Chicken Breast_7_1_2","Cubic"
"194",2,0.995787511394544,-29.3036050510483,-26.7473757325872,"Staphylococcus spp._Cooked Chicken Breast_7_1_2","Logistic"
"195",3,0.996335795391571,-29.2557972870823,-26.0605106390061,"Staphylococcus spp._Cooked Chicken Breast_7_1_2","Logisticlag"
"196",4,0.996993286442537,-32.0244883488801,-28.8292017008039,"Staphylococcus spp._Cooked Chicken Breast_7_1_2","Gompertz"
"197",5,0.996121856640068,-28.4613639905882,-25.2660773425119,"Staphylococcus spp._Cooked Chicken Breast_7_1_2","Baranyi"
"198",6,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_7_1_2","Buchanan"
"199",1,0.984582667105142,-8.86427850889721,-6.43974525995721,"Staphylococcus spp._Cooked Chicken Breast_10_1_2","Cubic"
"200",2,-1.96944790190364,52.2633886960261,54.2030152951781,"Staphylococcus spp._Cooked Chicken Breast_10_1_2","Logistic"
"201",3,0.91952567972453,10.9650703901216,13.3896036390616,"Staphylococcus spp._Cooked Chicken Breast_10_1_2","Logisticlag"
"202",4,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_10_1_2","Gompertz"
"203",5,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_10_1_2","Baranyi"
"204",6,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_10_1_2","Buchanan"
"205",1,0.979913955659578,-96.2757791618762,-89.4393000119438,"Klebsiella.pneumonia_TSB_5_1_0","Cubic"
"206",2,0.95067644341525,-72.2228599188181,-66.7536765988722,"Klebsiella.pneumonia_TSB_5_1_0","Logistic"
"207",3,0.996391179759386,-146.058465216707,-139.221986066775,"Klebsiella.pneumonia_TSB_5_1_0","Logisticlag"
"208",4,0.995645995587222,-140.614728461267,-133.778249311335,"Klebsiella.pneumonia_TSB_5_1_0","Gompertz"
"209",5,0.996625322012009,-148.003814418903,-141.167335268971,"Klebsiella.pneumonia_TSB_5_1_0","Baranyi"
"210",6,NA,NA,NA,"Klebsiella.pneumonia_TSB_5_1_0","Buchanan"
"211",1,0.996284249383517,-17.9702829673434,-15.9808066033515,"Staphylococcus spp._Cooked Chicken Breast_15_1_2","Cubic"
"212",2,0.98850361396983,-7.5463107498077,-5.95472965861421,"Staphylococcus spp._Cooked Chicken Breast_15_1_2","Logistic"
"213",3,0.996362725657278,-18.205090218589,-16.2156138545972,"Staphylococcus spp._Cooked Chicken Breast_15_1_2","Logisticlag"
"214",4,0.99629341504178,-17.997450235957,-16.0079738719651,"Staphylococcus spp._Cooked Chicken Breast_15_1_2","Gompertz"
"215",5,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_15_1_2","Baranyi"
"216",6,NA,NA,NA,"Staphylococcus spp._Cooked Chicken Breast_15_1_2","Buchanan"
"217",1,0.996802714112624,-14.5424061160308,-13.5562832293497,"Staphylococcus spp._Cooked Chicken Breast_20_1_2","Cubic"
"218",2,0.990976220309045,-7.20435719650295,-6.41545888715807,"Staphylococcus spp._Cooked Chicken Breast_20_1_2","Logistic"
"219",3,0.996844594328475,-14.6610731093237,-13.6749502226426,"Staphylococcus spp._Cooked Chicken Breast_20_1_2","Logisticlag"
"220",4,0.996928163975465,-14.9026477956285,-13.9165249089474,"Staphylococcus spp._Cooked Chicken Breast_20_1_2","Gompertz"
"221",5,0.996660784702312,-14.1515041763427,-13.1653812896616,"Staphylococcus spp._Cooked Chicken Breast_20_1_2","Baranyi"
"222",6,0.996313513825712,-13.261062990804,-12.2749401041229,"Staphylococcus spp._Cooked Chicken Breast_20_1_2","Buchanan"
"223",1,0.960830701140215,6.33931560362666,8.32879196761851,"Pseudomonas spp._Raw Chicken Breast_2_1_2","Cubic"
"224",2,0.986647692618163,-7.4989288373225,-5.90734774612902,"Pseudomonas spp._Raw Chicken Breast_2_1_2","Logistic"
"225",3,0.989187575678495,-7.81985551611825,-5.8303791521264,"Pseudomonas spp._Raw Chicken Breast_2_1_2","Logisticlag"
"226",4,0.992885881518427,-12.4246155108282,-10.4351391468364,"Pseudomonas spp._Raw Chicken Breast_2_1_2","Gompertz"
"227",5,0.987228540641145,-5.98816773837969,-3.99869137438784,"Pseudomonas spp._Raw Chicken Breast_2_1_2","Baranyi"
"228",6,0.979756756987056,-0.921478465387885,1.06799789860397,"Pseudomonas spp._Raw Chicken Breast_2_1_2","Buchanan"
"229",1,0.977947301519704,4.66507362632671,4.39462437160327,"Pseudomonas spp._Raw Chicken Breast_4_1_2","Cubic"
